Date,Place,Title,Price,Sold,S/H,Comm.,Ship,Net,Notes
8-Mar-10,Salvation Army White Lake,Holes,$0.35 ,$0.75 ,$2.64 ,$0.11 ,$1.90 ,$1.03 ,
8-Mar-10,Salvation Army Walled Lake,The Book of the Wind,$0.35 ,,,,,($0.35),
8-Mar-10,Salvation Army Walled Lake,Why I hate democrats,$0.35 ,,,,,($0.35),
8-Mar-10,Salvation Army White Lake,Snow,$0.35 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.55 ,
8-Mar-10,Salvation Army Walled Lake,Macbeth - Arden shakespheare,$0.35 ,,,,,($0.35),
8-Mar-10,Salvation Army Walled Lake,The Hobbit,$0.35 ,$1.26 ,$2.64 ,$0.19 ,$2.38 ,$0.98 ,
8-Mar-10,Salvation Army Walled Lake,A million little pieces,$0.35 ,$1.18 ,$2.64 ,$0.18 ,$2.38 ,$0.91 ,
8-Mar-10,Salvation Army Walled Lake,Memoir of a Geisha,$0.35 ,,,,,($0.35),
8-Mar-10,Salvation Army White Lake,The Almost Moon,$0.35 ,$4.49 ,$2.64 ,$0.67 ,$2.38 ,$3.73 ,
,,,$4.20 ,$16.31 ,$21.12 ,$2.44 ,$17.94 ,$12.85 ,
30-Mar-10,Salvation Army Walled Lake,Cosmic Dispatches,$0.38 ,,,,,($0.38),
30-Mar-10,Salvation Army Walled Lake,Fearless Fourteen,$0.38 ,$1.49 ,$3.07 ,$0.22 ,$2.77 ,$1.19 ,
30-Mar-10,Salvation Army Walled Lake,The Fellowship of the Ring,$0.38 ,$0.75 ,$2.64 ,$0.11 ,$2.77 ,$0.13 ,
30-Mar-10,Salvation Army Walled Lake,The Alchemist,$0.38 ,$5.45 ,$2.64 ,$0.82 ,$2.07 ,$4.82 ,
30-Mar-10,Salvation Army Walled Lake,Mr. Maybe,$0.38 ,$1.49 ,$2.64 ,$0.11 ,$2.38 ,$1.26 ,
30-Mar-10,Salvation Army Walled Lake,The Hours,$0.38 ,$0.79 ,$2.64 ,$0.12 ,$2.38 ,$0.55 ,
30-Mar-10,Salvation Army Walled Lake,The measure of our days,$0.38 ,$0.00 ,$0.00 ,$0.00 ,$2.24 ,($2.62),Refunded
30-Mar-10,Salvation Army Walled Lake,Their eyes were watching god,$0.38 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.52 ,
30-Mar-10,Salvation Army Walled Lake,Blindness,$0.38 ,$1.45 ,$2.64 ,$0.22 ,$2.38 ,$1.11 ,
30-Mar-10,Salvation Army Walled Lake,Life of Pi,$0.38 ,$1.48 ,$2.64 ,$0.22 ,$2.38 ,$1.14 ,
30-Mar-10,Salvation Army Walled Lake,On the court with… Michael Jordan,$0.38 ,,,,,($0.38),
30-Mar-10,Salvation Army White Lake,To The Lighthouse,$1.05 ,$2.49 ,$3.07 ,$0.37 ,$2.38 ,$1.76 ,
30-Mar-10,Salvation Army White Lake,Absurdistan,$0.35 ,$1.59 ,$2.64 ,$0.24 ,$2.38 ,$1.26 ,
30-Mar-10,Salvation Army White Lake,Howard Hughes in Las Vegas,$0.35 ,,,,,($0.35),
30-Mar-10,Salvation Army White Lake,One Flew Over the Cuckoo's Nest,$0.35 ,$0.75 ,$2.64 ,$0.11 ,$2.07 ,$0.86 ,
,,,$6.30 ,$18.48 ,$29.90 ,$2.65 ,$28.58 ,$10.85 ,
15-Apr-10,Salvation Army Walled Lake,Walden and Civil Disobedience,$0.26 ,$1.49 ,$2.64 ,$0.22 ,$2.07 ,$1.58 ,
15-Apr-10,Salvation Army Walled Lake,Falling Leaves,$0.26 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.64 ,
15-Apr-10,Salvation Army Walled Lake,The Minotaur Takes a Cigarette Break,$0.26 ,,,,,($0.26),
15-Apr-10,Salvation Army Walled Lake,The five people you meet in heaven,$0.26 ,$1.19 ,$2.64 ,$0.18 ,$2.24 ,$1.15 ,
15-Apr-10,Salvation Army Walled Lake,The Plot against America,$0.26 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.64 ,
15-Apr-10,Salvation Army Walled Lake,The Hours,$0.26 ,$0.98 ,$2.64 ,$0.15 ,$2.38 ,$0.83 ,
15-Apr-10,Salvation Army Walled Lake,Private,$0.26 ,$0.93 ,$2.64 ,$0.14 ,$2.38 ,$0.79 ,
15-Apr-10,F.H.P.L.,Into thin Air,$1.00 ,$4.59 ,$2.64 ,$0.69 ,$2.41 ,$3.13 ,
15-Apr-10,F.H.P.L.,The Great Gatsby,$1.00 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,($0.10),
15-Apr-10,F.H.P.L.,Plum Spooky,$2.00 ,$1.86 ,$3.07 ,$0.28 ,$2.77 ,($0.12),
15-Apr-10,F.H.P.L.,Finger Lickin' Fifteen,$2.00 ,$6.39 ,$3.07 ,$0.96 ,$2.77 ,$3.73 ,
,,,$7.83 ,$19.68 ,$27.26 ,$2.95 ,$24.16 ,$12.00 ,
22-Apr-10,F.H.P.L.,East of Eden,$2.00 ,$1.99 ,$2.64 ,$0.30 ,$2.77 ,($0.44),Listed twice
22-Apr-10,F.H.P.L.,Holes,$1.00 ,$1.52 ,$2.64 ,$0.23 ,$2.24 ,$0.69 ,
22-Apr-10,F.H.P.L.,The Night of the Gun,$2.00 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,($1.10),Not Listed yet. Submitted Catalog addition.
22-Apr-10,W.B.P.L.,Fast Times at Ridgemont High,$1.91 ,$2.97 ,$2.39 ,$0.45 ,$1.73 ,$1.27 ,
22-Apr-10,W.B.P.L.,Why Do Men Have Nipples?,$1.19 ,$0.89 ,$2.64 ,$0.13 ,$2.07 ,$0.14 ,
22-Apr-10,W.B.P.L.,Into the Wild,$1.43 ,$4.49 ,$2.64 ,$0.67 ,$2.24 ,$2.79 ,
22-Apr-10,Walled Lake P.L.,In the Beauty of the Lillies,$0.50 ,$3.99 ,$2.64 ,$0.60 ,$2.38 ,$3.15 ,
22-Apr-10,Walled Lake P.L.,Locos: A Comedy of Gestures,$0.50 ,,,,,($0.50),
22-Apr-10,Walled Lake P.L.,Miami Purity,$0.50 ,,,,,($0.50),
22-Apr-10,Walled Lake P.L.,Chocolat,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,
22-Apr-10,Walled Lake P.L.,Ship of Gold in the Deep Blue Sea,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.77 ,$0.01 ,
22-Apr-10,Walled Lake P.L.,The Lost,$0.50 ,$0.75 ,$1.68 ,$0.11 ,$0.92 ,$0.90 ,Sold with Nature Girl and California Girl
22-Apr-10,Salvation Army Walled Lake,Child of my Heart,$0.79 ,,,,,($0.79),
22-Apr-10,Salvation Army Walled Lake,Grendel,$0.27 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.63 ,
22-Apr-10,Salvation Army Walled Lake,Blindness,$0.27 ,$0.97 ,$2.64 ,$0.15 ,$2.38 ,$0.81 ,
22-Apr-10,Salvation Army Walled Lake,The Kite Runner,$0.27 ,$2.95 ,$2.64 ,$0.44 ,$2.38 ,$2.50 ,
22-Apr-10,Salvation Army Walled Lake,The Kite Runner,$0.27 ,$2.93 ,$2.64 ,$0.44 ,$2.38 ,$2.48 ,
22-Apr-10,Salvation Army Walled Lake,Student Calculator Math Book,$0.27 ,,,,,($0.27),
22-Apr-10,Commerce P.L.,To Kingdom Come,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,
22-Apr-10,Commerce P.L.,The First Counsel,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,
22-Apr-10,Commerce P.L.,Seabiscuit,$0.50 ,,,,,($0.50),
22-Apr-10,Commerce P.L.,Clandestine,$0.50 ,,,,,($0.50),
22-Apr-10,Commerce P.L.,Three Day Road,$0.50 ,$0.99 ,$3.07 ,$0.15 ,$2.77 ,$0.64 ,Submitted Catalog Addition request and listed under different ISBN
,,,$17.17 ,$28.94 ,$44.10 ,$4.33 ,$38.93 ,$12.61 ,
23-Apr-10,Salvation Army White Lake,Booster McKeester,$1.05 ,$19.12 ,$0.00 ,$0.00 ,$3.57 ,$14.50 ,"Sold to Dude through E-bay, received paypal payment for it"
23-Apr-10,Salvation Army White Lake,Babbitt,$0.35 ,,,,,($0.35),Not listed yet.
23-Apr-10,Salvation Army White Lake,Like water for Chocolate,$0.17 ,$0.89 ,$2.64 ,$0.13 ,$2.07 ,$1.16 ,
23-Apr-10,Salvation Army White Lake,Edge of Victory 1: Conquest: The New jedi Order,$0.35 ,$0.99 ,$2.64 ,$0.15 ,$2.07 ,$1.06 ,
23-Apr-10,Salvation Army White Lake,Remote Control,$0.35 ,$1.90 ,$5.28 ,$0.28 ,$4.79 ,$1.76 ,"Returned to Sender and Sold Again, first shipping cost $2.41"
23-Apr-10,Salvation Army White Lake,Leyla The Black Tulip,$0.35 ,,,,,($0.35),
23-Apr-10,Salvation Army White Lake,The Good Earth,$0.35 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.75 ,
23-Apr-10,Salvation Army White Lake,A million little pieces,$0.35 ,$1.18 ,$2.64 ,$0.18 ,$2.38 ,$0.91 ,First buyer asked for a refund
23-Apr-10,Salvation Army White Lake,The Memory Keeper's Daughter,$0.35 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.55 ,
23-Apr-10,Salvation Army White Lake,The Puzzlemaster Presents Volume 1,$0.35 ,,,,,($0.35),
23-Apr-10,White Lake P.L.,The Teeth of the Tiger,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,I still owe them $3 for the books
23-Apr-10,White Lake P.L.,The Shaman Sings,$0.50 ,,,,,($0.50),that I bought.
23-Apr-10,White Lake P.L.,Dean Koontz's Frankenstein Book one Prodical Son,$0.50 ,$1.98 ,$2.64 ,$0.30 ,$2.38 ,$1.44 ,Pay it the next time
23-Apr-10,White Lake P.L.,Brave New World,$0.50 ,$0.98 ,$2.64 ,$0.15 ,$2.38 ,$0.59 ,that you go there.
23-Apr-10,White Lake P.L.,The Soloist,$0.50 ,$2.99 ,$2.64 ,$0.45 ,$2.38 ,$2.30 ,
23-Apr-10,White Lake P.L.,The Horse God Built,$0.50 ,$3.45 ,$2.64 ,$0.52 ,$2.38 ,$2.69 ,
,,,$7.02 ,$35.97 ,$31.68 ,$2.53 ,$31.54 ,$26.56 ,
30-Apr-10,F.H.P.L.,Seven Up,$1.00 ,$1.39 ,$5.20 ,$0.21 ,$2.24 ,$3.14 ,
30-Apr-10,F.H.P.L.,Ten Big Ones,$1.00 ,$1.34 ,$2.64 ,$0.20 ,$2.24 ,$0.54 ,
30-Apr-10,F.H.P.L.,The Plot against America,$2.00 ,$1.98 ,$2.64 ,$0.30 ,$2.38 ,($0.06),
30-Apr-10,Salvation Army Walled Lake,Julius Caesar,$0.53 ,,,,,($0.53),
30-Apr-10,Salvation Army Walled Lake,The Scarlet Letter,$0.53 ,$0.96 ,$2.64 ,$0.14 ,$2.07 ,$0.87 ,
30-Apr-10,Salvation Army Walled Lake,The Son of John Devlin,$0.53 ,,,,,($0.53),
30-Apr-10,Salvation Army Walled Lake,The Historian,$0.53 ,$1.94 ,$2.64 ,$0.29 ,$2.77 ,$1.00 ,
30-Apr-10,Salvation Army Walled Lake,The Color of Water,$0.53 ,$1.98 ,$2.64 ,$0.30 ,$2.38 ,$1.42 ,
30-Apr-10,Salvation Army Walled Lake,High Fidelity,$0.53 ,$2.39 ,$2.64 ,$0.36 ,$2.38 ,$1.77 ,
30-Apr-10,Salvation Army Walled Lake,Snow Flower and the Secret Fan,$0.53 ,$2.38 ,$2.64 ,$0.36 ,$2.41 ,$1.73 ,
30-Apr-10,Salvation Army Walled Lake,A Clearing in the Distance,$0.53 ,,,,,($0.53),
30-Apr-10,Salvation Army Walled Lake,Out of Canaan,$0.53 ,$0.94 ,$2.64 ,$0.14 ,$1.39 ,$1.53 ,
30-Apr-10,Salvation Army Walled Lake,The Black Dahlia,$0.53 ,$1.03 ,$2.64 ,$0.15 ,$2.38 ,$0.62 ,
30-Apr-10,Salvation Army Walled Lake,Portrait of an Unknown Woman,$0.53 ,$1.99 ,$2.64 ,$0.30 ,$2.38 ,$1.43 ,
30-Apr-10,Salvation Army Walled Lake,An Obedient Father,$0.53 ,$0.75 ,$5.20 ,$0.11 ,$3.09 ,$2.23 ,
,,,$10.30 ,$19.07 ,$36.80 ,$2.86 ,$28.11 ,$14.60 ,
6-May-10,Salvation Army Walled Lake,Hatchet,$0.32 ,$1.24 ,$2.64 ,$0.19 ,$1.90 ,$1.47 ,Scolastic listed under different ISBN
6-May-10,Salvation Army Walled Lake,Dreamcatcher,$0.32 ,,,,,($0.32),
6-May-10,Salvation Army Walled Lake,A light in the window,$0.32 ,$1.30 ,$1.19 ,$0.20 ,$1.38 ,$0.59 ,Sold with New Song
6-May-10,Salvation Army Walled Lake,Colorado Weddings,$0.32 ,,,,,($0.32),
6-May-10,Salvation Army Walled Lake,Empire Falls,$0.32 ,$1.79 ,$2.64 ,$0.27 ,$2.38 ,$1.46 ,Check to see if other copy is listed still
6-May-10,Salvation Army Walled Lake,"These High, Green Hills",$0.32 ,$1.14 ,$2.64 ,$0.17 ,$2.38 ,$0.91 ,
6-May-10,Salvation Army Walled Lake,The Many lives and Secret sorrows of Josephine B.,$0.32 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.58 ,
6-May-10,Salvation Army Walled Lake,Death of a Salesman,$0.32 ,$0.75 ,$2.64 ,$0.11 ,$1.73 ,$1.23 ,
6-May-10,Salvation Army Walled Lake,The Poisonwood Bible,$0.32 ,$1.49 ,$2.64 ,$0.22 ,$2.77 ,$0.82 ,
6-May-10,Salvation Army Walled Lake,The Duchess,$0.32 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.58 ,
6-May-10,Salvation Army Walled Lake,Robert Ludlum’s The Cassandra Compact,$0.32 ,,,,,($0.32),
6-May-10,Salvation Army Walled Lake,The Great Terror War,$0.32 ,,,,,($0.32),
6-May-10,Salvation Army Walled Lake,The Scribner Anthology of Contemporary Short Fiction,$0.32 ,$2.99 ,$2.64 ,$0.45 ,$2.77 ,$2.09 ,
,,,$4.20 ,$12.20 ,$22.31 ,$1.83 ,$20.07 ,$8.41 ,
11-May-10,F.H.P.L.,Lucky,$1.75 ,$1.65 ,$2.64 ,$0.25 ,$2.38 ,($0.09),Listed in much better condition then the book is
11-May-10,F.H.P.L.,Their eyes were watching god,$1.75 ,$1.19 ,$2.64 ,$0.18 ,$2.38 ,($0.48),
11-May-10,F.H.P.L.,Whitewashing Race,$1.75 ,$7.99 ,$2.64 ,$1.20 ,$2.77 ,$4.91 ,
11-May-10,F.H.P.L.,Take the Cannoli,$1.75 ,$3.98 ,$2.64 ,$0.60 ,$2.38 ,$1.89 ,"Listed Twice, once as hardcover"
,,,$7.00 ,$14.81 ,$10.56 ,$2.23 ,$9.91 ,$6.23 ,
12-May-10,Commerce P.L.,Cosmos - Hardcover,$1.00 ,$5.99 ,$3.07 ,$0.90 ,$3.16 ,$4.00 ,
12-May-10,Commerce P.L.,I am America (and So can you!),$1.00 ,$1.97 ,$3.07 ,$0.30 ,$2.77 ,$0.97 ,
12-May-10,Commerce P.L.,A Beautiful Mind,$0.50 ,$0.76 ,$2.64 ,$0.11 ,$2.77 ,$0.02 ,
12-May-10,Commerce P.L.,Genius,$0.50 ,$1.44 ,$2.64 ,$0.22 ,$2.77 ,$0.59 ,
12-May-10,Commerce P.L.,Hegemony or survival,$0.50 ,$0.88 ,$2.64 ,$0.13 ,$2.38 ,$0.51 ,
12-May-10,Commerce P.L.,A Million Little Pieces,$0.50 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.60 ,
12-May-10,Commerce P.L.,The Rum Diaries,$0.50 ,$6.87 ,$2.64 ,$1.03 ,$2.38 ,$5.60 ,
12-May-10,Commerce P.L.,Middlesex,$0.50 ,$1.79 ,$5.20 ,$0.27 ,$4.90 ,$1.32 ,
12-May-10,Commerce P.L.,Love in the time of Cholera,$0.50 ,$0.85 ,$2.64 ,$0.13 ,$2.38 ,$0.48 ,
12-May-10,Commerce P.L.,Living to tell the tale,$0.50 ,$0.97 ,$2.64 ,$0.15 ,$2.38 ,$0.58 ,
12-May-10,Commerce P.L.,Skin and other stories,$0.50 ,$2.49 ,$2.64 ,$0.37 ,$2.38 ,$1.88 ,
12-May-10,Commerce P.L.,Hamlet - OCC bookstore sticker,$0.50 ,,,,,($0.50),
12-May-10,Commerce P.L.,For one more day,$1.00 ,$0.99 ,$3.07 ,$0.15 ,$2.38 ,$0.53 ,
12-May-10,Commerce P.L.,Tuesdays with Morrie,$1.00 ,$1.50 ,$3.07 ,$0.23 ,$2.38 ,$0.96 ,
12-May-10,Salvation Army Walled Lake,The Bone Parade,$0.40 ,,,,,($0.40),
12-May-10,Salvation Army Walled Lake,O Albany!,$0.40 ,,,,,($0.40),
12-May-10,Salvation Army Walled Lake,The Most Wonderful Books,$0.40 ,,,,,($0.40),
12-May-10,Salvation Army Walled Lake,Big Stone Gap,$0.40 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.70 ,
12-May-10,Salvation Army Walled Lake,The Boy Who Saved Baseball,$0.40 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.50 ,
12-May-10,Salvation Army Walled Lake,Bone,$0.40 ,$0.75 ,$5.20 ,$0.11 ,$4.90 ,$0.54 ,
12-May-10,Salvation Army Walled Lake,Lost in a good book,$0.40 ,$1.99 ,$2.64 ,$0.30 ,$2.38 ,$1.55 ,
12-May-10,Salvation Army White Lake,The Motley Fool: Personal Finance Workbook,$0.44 ,$3.47 ,$2.64 ,$0.52 ,$2.77 ,$2.38 ,
12-May-10,Salvation Army White Lake,La Donna Detroit,$0.44 ,,,,,($0.44),
12-May-10,Salvation Army White Lake,Super Casino,$0.44 ,$1.99 ,$3.07 ,$0.30 ,$2.77 ,$1.55 ,
12-May-10,Salvation Army White Lake,The Dilbert Principle,$0.44 ,,,,,($0.44),
12-May-10,Salvation Army White Lake,The Mensa Genius Quiz Book,$0.44 ,,,,,($0.44),
12-May-10,Salvation Army White Lake,Another Good Loving Blues,$0.44 ,,,,,($0.44),
12-May-10,Salvation Army White Lake,The remains of the day,$0.44 ,$2.79 ,$2.64 ,$0.42 ,$2.38 ,$2.19 ,
12-May-10,Salvation Army White Lake,Eliot’s Banana,$0.44 ,,,,,($0.44),
12-May-10,Salvation Army White Lake,The Multiple Effects of Rainshadow,$0.44 ,$2.99 ,$3.07 ,$0.45 ,$2.38 ,$2.79 ,
12-May-10,Salvation Army White Lake,Mother of Pearl,$0.44 ,,,,,($0.44),
12-May-10,Salvation Army White Lake,The Perfect Storm,$0.44 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.46 ,
12-May-10,Salvation Army White Lake,The Tao of Pooh,$0.44 ,$2.99 ,$2.64 ,$0.45 ,$2.07 ,$2.67 ,
12-May-10,Salvation Army White Lake,Handbook of Gyn Onocology,$0.44 ,$29.99 ,$2.64 ,$4.50 ,$2.38 ,$25.31 ,Listed under different book
12-May-10,Salvation Army White Lake,Frankenstein: An SAT score raising classic,$0.44 ,$0.94 ,$1.55 ,$0.14 ,$0.69 ,$1.22 ,
12-May-10,Salvation Army White Lake,The Summons,$0.44 ,,,,,($0.44),"Paperback, brand new condition"
,,,$18.44 ,$77.88 ,$72.61 ,$11.70 ,$65.27 ,$55.08 ,
13-May-10,Salvation Army Royal Oak,Star Wars: The Han Solo Adventures,$0.32 ,$0.99 ,$2.64 ,$0.15 ,$2.38 ,$0.78 ,
13-May-10,Salvation Army Royal Oak,"Surely You’re Joking, Mr. Feynman!",$0.78 ,$4.99 ,$2.64 ,$0.75 ,$2.38 ,$3.72 ,
13-May-10,Salvation Army Royal Oak,The Giver,$1.58 ,$4.99 ,$3.07 ,$0.75 ,$2.38 ,$3.35 ,
13-May-10,Salvation Army Royal Oak,Publication Manual of the American Psychological Association,$0.78 ,$1.99 ,$5.20 ,$0.30 ,$4.90 ,$1.21 ,
13-May-10,Salvation Army Redford,Twelve Sharp,$0.78 ,$0.75 ,$3.07 ,$0.11 ,$1.39 ,$1.54 ,"Hardcover, sold with plum spooky"
13-May-10,Salvation Army Redford,The Dogs of Babel,$0.79 ,,,,,($0.79),
13-May-10,Salvation Army Redford,Every Man’s Battle,$0.79 ,$3.88 ,$2.64 ,$0.58 ,$2.38 ,$2.77 ,
13-May-10,Salvation Army Redford,Little Man: Meyer Lansky and the Gangster Life,$0.78 ,$3.99 ,$3.07 ,$0.60 ,$3.16 ,$2.52 ,
,,,$6.60 ,$21.58 ,$22.33 ,$3.24 ,$18.97 ,$15.10 ,Paid $0.25 for parking in Royal Oak
14-May-10,Garage Sale,East of Eden,$0.50 ,$1.83 ,$2.64 ,$0.27 ,$2.77 ,$0.93 ,
14-May-10,Garage Sale,The Company: A Novel of the CIA,$0.50 ,$1.49 ,$2.64 ,$0.22 ,$2.77 ,$0.64 ,
14-May-10,Garage Sale,Reminiscences of a Stock Operator,$0.50 ,$5.83 ,$5.20 ,$0.87 ,$4.95 ,$4.71 ,
14-May-10,Garage Sale,Season of the Machete,$0.25 ,$1.23 ,$2.64 ,$0.18 ,$2.24 ,$1.20 ,
14-May-10,Garage Sale,Angels Fall,$0.25 ,,,,,($0.25),
14-May-10,Garage Sale,Twelve Sharp,$0.25 ,$1.35 ,$2.64 ,$0.20 ,$2.07 ,$1.47 ,Paperback
14-May-10,Garage Sale,Two for The Dough,$0.25 ,$0.75 ,$2.64 ,$0.11 ,$2.24 ,$0.79 ,
14-May-10,Garage Sale,Office Space - DVD,$2.00 ,$2.99 ,$2.39 ,$0.45 ,$1.73 ,$1.20 ,
14-May-10,Livonia P.L.,Cosmos - Paperback,$0.50 ,$2.99 ,$2.64 ,$0.45 ,$3.16 ,$1.52 ,
14-May-10,Livonia P.L.,Casino Moscow,$1.00 ,$0.99 ,$3.07 ,$0.15 ,$2.77 ,$0.14 ,
14-May-10,Livonia P.L.,A Brief History of Time,$1.00 ,$6.73 ,$3.07 ,$1.01 ,$2.38 ,$5.41 ,
14-May-10,Livonia P.L.,Billions and Billions,$1.00 ,$3.49 ,$3.07 ,$0.52 ,$2.77 ,$2.27 ,
14-May-10,Livonia P.L.,The Norton Anthology of American Literature,$0.50 ,$1.49 ,$2.64 ,$0.22 ,$3.55 ,($0.14),
14-May-10,Livonia P.L.,Chaos,$0.50 ,$0.50 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,Added to personal collection
14-May-10,Livonia P.L.,Relativity,$1.00 ,,,,,($1.00),
14-May-10,Livonia P.L.,Less than Zero,$0.50 ,$2.99 ,$2.64 ,$0.45 ,$2.38 ,$2.30 ,
14-May-10,Livonia P.L.,Things Fall Apart,$0.50 ,$3.59 ,$2.64 ,$0.20 ,$2.38 ,$3.15 ,
14-May-10,Livonia P.L.,The Measure of A man,$0.50 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.40 ,
14-May-10,Livonia P.L.,Seeing Voices,$0.50 ,$1.49 ,$2.64 ,$0.22 ,$2.38 ,$1.03 ,
14-May-10,Livonia P.L.,"Surely You’re Joking, Mr. Feynman!",$0.50 ,$5.99 ,$2.64 ,$0.90 ,$2.38 ,$4.85 ,
14-May-10,Livonia P.L.,Cosmos - Pocket sized paperback,$0.50 ,$1.99 ,$2.64 ,$0.30 ,$2.41 ,$1.42 ,
14-May-10,Livonia P.L.,"Romeo & Juliet The Contemporary Film, Classic Play",$0.50 ,$1.49 ,$2.64 ,$0.22 ,$2.07 ,$1.34 ,
14-May-10,Livonia P.L.,Lennon,$0.50 ,,,,,($0.50),
14-May-10,Livonia P.L.,The Family by Mario Puzo,$0.50 ,$1.49 ,$2.64 ,$0.22 ,$2.41 ,$1.00 ,
14-May-10,Livonia P.L.,The Varieties of Scientific Experience,$1.00 ,$1.48 ,$3.07 ,$0.22 ,$2.77 ,$0.56 ,
14-May-10,Livonia P.L.,The Color of Water,$0.50 ,$1.89 ,$2.64 ,$0.28 ,$2.38 ,$1.37 ,Remove last page
,,,$16.00 ,$54.81 ,$62.11 ,$7.77 ,$57.34 ,$35.81 ,
18-May-10,Salvation Army Keego,Songs in Ordinary Time,$0.32 ,,,,,($0.32),
18-May-10,Salvation Army Keego,Death of a Salesman,$0.32 ,$0.75 ,$2.64 ,$0.11 ,$1.90 ,$1.07 ,141180978
18-May-10,Salvation Army Keego,The Great Gatsby,$0.32 ,$1.97 ,$5.20 ,$0.30 ,$2.24 ,$4.32 ,
18-May-10,Salvation Army Keego,The Reader,$0.32 ,$0.75 ,$2.64 ,$0.11 ,$2.38 ,$0.59 ,
18-May-10,Salvation Army Keego,The Second coming of Babylon,$0.32 ,$0.75 ,$2.64 ,$0.11 ,$2.24 ,$0.73 ,
18-May-10,Salvation Army Keego,The Lovely Bones,$0.32 ,$1.24 ,$3.07 ,$0.19 ,$2.77 ,$1.04 ,
18-May-10,Salvation Army Keego,The five People You Meet in Heaven,$0.32 ,$1.50 ,$2.64 ,$0.23 ,$2.24 ,$1.36 ,
18-May-10,Salvation Army Keego,The Awakening,$0.32 ,$0.75 ,$2.64 ,$0.11 ,$1.73 ,$1.24 ,
18-May-10,Salvation Army Keego,Chinese Cinderella,$0.32 ,$1.94 ,$2.64 ,$0.29 ,$1.90 ,$2.08 ,
18-May-10,Salvation Army Keego,"The Lion, the witch and the Wardrobe",$0.32 ,$0.85 ,$2.64 ,$0.13 ,$1.90 ,$1.15 ,64471047
18-May-10,Salvation Army White Lake,Mischief In Maggody,$0.35 ,,,,,($0.35),
18-May-10,Salvation Army White Lake,Romeo and Juliet: The Pelican Shakespeare,$0.35 ,$1.99 ,$2.64 ,$0.60 ,$2.07 ,$1.61 ,
18-May-10,Salvation Army White Lake,Empire Falls,$0.35 ,$1.75 ,$2.64 ,$0.26 ,$2.38 ,$1.40 ,
18-May-10,Salvation Army White Lake,Suite Francaise,$0.35 ,$0.97 ,$2.64 ,$0.15 ,$2.38 ,$0.73 ,
18-May-10,Salvation Army White Lake,Savage Beauty,$0.35 ,$1.49 ,$2.64 ,$0.22 ,$2.77 ,$0.79 ,
18-May-10,Salvation Army White Lake,Out of the Dust,$0.18 ,$0.75 ,$2.64 ,$0.11 ,$2.24 ,$0.86 ,
18-May-10,Salvation Army White Lake,Day Trade Online,$0.18 ,$1.49 ,$2.64 ,$0.22 ,$2.38 ,$1.35 ,
18-May-10,Salvation Army White Lake,A Map of the World,$0.35 ,,,,,($0.35),
18-May-10,White Lake P.L.,To the Nines,$0.83 ,,,,,($0.83),Autographed copy. Listed twice.
18-May-10,White Lake P.L.,Hard Eight,$0.83 ,$1.38 ,$3.07 ,$0.21 ,$2.77 ,$0.64 ,
18-May-10,White Lake P.L.,The Appeal,$0.83 ,$0.84 ,$3.07 ,$0.13 ,$2.77 ,$0.18 ,
18-May-10,White Lake P.L.,The Spy in a Catcher’s Mask,$0.83 ,,,,,($0.83),
18-May-10,White Lake P.L.,Vampire Princess Miyu: Origins,$0.83 ,,,,,($0.83),
18-May-10,White Lake P.L.,Body Surfing,$0.83 ,,,,,($0.83),
,,,$10.61 ,$21.16 ,$48.73 ,$3.48 ,$39.06 ,$16.74 ,
21-May-10,Salvation Army Walled Lake,Adoption: Uncharted Waters,$0.31 ,$9.99 ,$2.64 ,$1.50 ,$2.77 ,$8.05 ,
21-May-10,Salvation Army Walled Lake,Virginia Hearts,$0.31 ,,,,,($0.31),Listed twice
21-May-10,Salvation Army Walled Lake,Six Degrees of Separation,$0.31 ,$1.99 ,$2.64 ,$0.30 ,$2.24 ,$1.78 ,
