EBayProductID,ProductIDValue,Title,Price,Condition,Notes,AverageSoldPrice,LastSoldPrice
344947250,014131088X,Speak by Laurie Halse Anderson (2001; Paperback; Reprint) ; Laurie Halse Anderson (Paperback; 2001),2.19,BRAND_NEW,Book is in perfect condition. Quick Delivery.,2.31,3.5
367589648,316666343,The Lovely Bones by Alice Sebold (2002; Hardcover) ; Alice Sebold (Hardcover; 2002),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.89,0.75
352156795,316067601,Lone Survivor; The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10 by Marcus Luttrell and Patrick Robinso...,6.44,BRAND_NEW,Book is in perfect condition. Quick Delivery.,7,7
345724780,1579549586,The South Beach Diet; Good Fats Good Carbs Guide by Arthur Agatston M.D. (2004; Paperback) ; Arthur Agatston M.D. (Paperback; 2004),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
346532219,446612790,2nd Chance by James Patterson and Andrew Gross (2003; Paperback; Reprint) ; James Patterson; Andrew Gross (Paperback; 2003),3.14,BRAND_NEW,Book is in perfect condition. Quick Delivery.,3.75,3.75
367244908,1400032806,Under the Banner of Heaven by Jon Krakauer (2004; Paperback; Reprint) ; Jon Krakauer (Paperback; 2004),0.75,VERY_GOOD,Quick Delivery.,0.82,0.75
347618390,822952734,Out of This Furnace by Thomas Bell (1976; Paperback) ; Thomas Bell (Paperback; 1976),3.13,VERY_GOOD,Book is in excellent condition. Quick Delivery.,8.15,5.77
370072099,142000671,Of Mice and Men by John Steinbeck (2002; Paperback) ; John Steinbeck (Paperback; 2002),3.19,VERY_GOOD,Small amount of highlighting. Book is in excellent condition. Quick Delivery.,5.6,5.77
346300862,452260116,Song of Solomon by Toni Morrison (1987; Paperback; Reissue) ; Toni Morrison (Paperback; 1987),0.75,VERY_GOOD,Quick Delivery.,0.8,0.75
346300862,452260116,Song of Solomon by Toni Morrison (1987; Paperback; Reissue) ; Toni Morrison (Paperback; 1987),0.75,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0.78,0.75
346300862,452260116,Song of Solomon by Toni Morrison (1987; Paperback; Reissue) ; Toni Morrison (Paperback; 1987),0.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.42,1.2
366917886,312369816,Tuck Everlasting by Natalie Babbitt (2007; Paperback; Reissue) ; Natalie Babbitt (Paperback; 2007),2.29,BRAND_NEW,Book is in perfect condition. Quick Delivery.,3.65,2.98
358405195,440944597,The Chocolate War by Robert Cormier (1999; Paperback) ; Robert Cormier (Paperback; 1999),1.79,BRAND_NEW,Book is in perfect condition. Quick Delivery.,2.54,2.29
379555437,,The Boondocks - Complete Second Season (DVD; 2008; 3-Disc Set) (DVD; 2008),17.99,BRAND_NEW,Discs and case are in perfect condition. Quick Delivery.,17.39,19.69
345724780,1579549586,The South Beach Diet; Good Fats Good Carbs Guide by Arthur Agatston M.D. (2004; Paperback) ; Arthur Agatston M.D. (Paperback; 2004),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
347182946,345392825,Reviving Ophelia; Saving the Selves of Adolescent Girls by Mary Bray Pipher (1995; Paperback; Reissue) ; Mary Bray Pipher (Paperback;...,0.75,BRAND_NEW,Book is in pristine condition. Quick Delivery.,1.17,1.57
347182946,345392825,Reviving Ophelia; Saving the Selves of Adolescent Girls by Mary Bray Pipher (1995; Paperback; Reissue) ; Mary Bray Pipher (Paperback;...,0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.17,1.57
358370135,312377630,Plum Lucky by Janet Evanovich (2008; Hardcover) ; Janet Evanovich (Hardcover; 2008),0.75,BRAND_NEW,Book is in excellent condition. I have many Janet Evanovich books listed on Half.com. Buy more then one from me and save on shipping.,0.75,0.75
345724780,1579549586,The South Beach Diet; Good Fats Good Carbs Guide by Arthur Agatston M.D. (2004; Paperback) ; Arthur Agatston M.D. (Paperback; 2004),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
347182946,345392825,Reviving Ophelia; Saving the Selves of Adolescent Girls by Mary Bray Pipher (1995; Paperback; Reissue) ; Mary Bray Pipher (Paperback;...,0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.17,1.57
365501645,812971833,Olive Kitteridge by Elizabeth Strout (2008; Paperback; Reprint) ; Elizabeth Strout (Paperback; 2008),0.98,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.52,1.04
357025750,156030209,Life of Pi by Yann Martel (2004; Paperback) ; Yann Martel (Paperback; 2004),2.74,BRAND_NEW,Book is in perfect condition. Quick Delivery.,3.97,3.27
346493488,067976402X,Snow Falling on Cedars by David Guterson (1995; Paperback) ; David Guterson (Paperback; 1995),0.75,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0.75,0.75
369638974,143113496,In the Woods by Tana French (2008; Paperback; Reprint) ; Tana French (Paperback; 2008),0.75,VERY_GOOD,Quick Delivery.,0.75,0.75
358370135,312377630,Plum Lucky by Janet Evanovich (2008; Hardcover) ; Janet Evanovich (Hardcover; 2008),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
345724780,1579549586,The South Beach Diet; Good Fats Good Carbs Guide by Arthur Agatston M.D. (2004; Paperback) ; Arthur Agatston M.D. (Paperback; 2004),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
368169577,140065172,Ordinary People by Judith Guest (1993; Paperback; Reprint) ; Judith Guest (Paperback; 1993),4.98,BRAND_NEW,Book is in pristine condition. Quick Delivery.,7.18,7.95
364088532,553212451,The Jungle by Upton Sinclair (1990; Paperback) ; Upton Sinclair (Paperback; 1990),1.03,LIKE_NEW,Book is in perfect condition. Quick Delivery.,1.58,2.5
367698749,446531332,Nights in Rodanthe by Nicholas Sparks (2002; Hardcover) ; Nicholas Sparks (Hardcover; 2002),0.75,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
364009604,159514174X,Vampire Academy by Richelle Mead (2007; Paperback) ; Richelle Mead (Paperback; 2007),2.49,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.62,2.49
364301406,446310492,To Kill a Mockingbird by Harper Lee (1985; Paperback) ; Harper Lee (Paperback; 1985),1.49,VERY_GOOD,Quick Delivery.,2.62,0.75
329556049,446531332,Nights in Rodanthe by Nicholas Sparks (2002; Hardcover) ; Nicholas Sparks (Hardcover; 2002),1.13,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.19,1.15
348803190,140143459,Liar's Poker; Rising Through the Wreckage on Wall Street by Michael Lewis (1990; Paperback) ; Michael Lewis (Paperback; 1990),6.29,BRAND_NEW,Book is in perfect condition. Quick Delivery.,4.73,7.6
350451413,446670251,The Virgin Suicides by Jeffrey Eugenides (1994; Paperback; Reprint) ; Jeffrey Eugenides (Paperback; 1994),0.75,VERY_GOOD,Quick Delivery.,0.75,0.75
345253674,689711816,From the Mixed-Up Files of Mrs. Basil E. Frankweiler by E. L. Konigsburg (1987; Paperback; Reissue) ; E.L. Konigsburg (Paperback; 1987),2.25,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0,0
367698749,446531332,Nights in Rodanthe by Nicholas Sparks (2002; Hardcover) ; Nicholas Sparks (Hardcover; 2002),1.14,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.19,1.15
369102677,394800303,Dr. Seuss's ABC by Dr. Seuss (1963; Hardcover) ; Dr. Seuss (Hardcover; 1963),0.75,LIKE_NEW,Book is in perfect condition. SAVE ON SHIPPING by buying more then one book from me. I have many Dr. Seuss books listed on Half.com.,0.99,0.99
365567034,441018246,Living Dead in Dallas by Charlaine Harris (2009; Paperback; Reprint) ; Charlaine Harris (Paperback; 2009),0.75,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0.83,0.75
346206536,312306342,Plum Lovin'; A Stephanie Plum Novel by Janet Evanovich (2007; Hardcover) ; Janet Evanovich (Hardcover; 2007),0.75,BRAND_NEW,Book is in excellent condition. I have many Janet Evanovich books listed on Half.com. Buy more then one from me and save on shipping.,0.75,0.75
366200406,743418174,Good in Bed by Jennifer Weiner (2002; Paperback; Reprint) ; Jennifer Weiner (Paperback; 2002),1.18,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.17,0.75
363983294,142401773,Someone Like You by Sarah Dessen (2004; Paperback) ; Sarah Dessen (Paperback; 2004),1.74,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.75,1.75
329505884,045122499X,World Without End by Ken Follett (2008; Paperback) ; Ken Follett (Paperback; 2008),5.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,6.81,7.95
363983294,142401773,Someone Like You by Sarah Dessen (2004; Paperback) ; Sarah Dessen (Paperback; 2004),0.75,LIKE_NEW,Book is in perfect condition. Quick Delivery.,0.76,0.75
367602765,158089061X,First Day Jitters by Julie Danneberg (2000; Paperback) ; Julie Danneberg (Paperback; 2000),2.09,LIKE_NEW,Quick Delivery.,3.38,2.9
349626823,1576730360,I Kissed Dating Goodbye by Joshua Harris (1997; Paperback) ; Joshua Harris (Paperback; 1997),0.75,VERY_GOOD,Book is in excellent condition; pages have some highlighting and notes written on them. Quick Delivery,0.77,0.81
345012008,679774025,All over but the Shoutin' by Rick Bragg (1998; Paperback; Reprint) ; Rick Bragg (Paperback; 1998),5.35,BRAND_NEW,Book is in perfect condition. Quick Delivery.,6.09,5.69
364615568,307272583,Star Island by Carl Hiaasen (2010; Hardcover) ; Carl Hiaasen (Hardcover; 2010),2.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,3.5,3.5
367760611,1565129776,A Reliable Wife by Robert Goolrick (2010; Paperback) ; Robert Goolrick (Paperback; 2010),0.87,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.16,0.99
279503827,038550120X,A Painted House ; John Grisham (Hardcover; 2001),0.75,BRAND_NEW,Brand New. Book and dust jacket are in pristine condition. Quick Delivery.,0.75,0.75
304511159,440414806,Holes (Paperback; 2000),0.75,VERY_GOOD,Book is in very good condition. Quick Delivery.,0.76,0.75
345997945,60391502,The Zone; A Dietary Road Map by Barry Sears and Bill Lawren (1995; Book; Illustrated) ; Barry Sears; Bill Lawren (Book; 1995),1.98,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.97,1.99
348055215,375825444,Flipped by Wendelin Van Draanen (2003; Paperback; Reprint) ; Wendelin Van Draanen (Paperback; 2003),0.75,VERY_GOOD,Quick Delivery.,0.75,0.75
346493488,067976402X,Snow Falling on Cedars by David Guterson (1995; Paperback) ; David Guterson (Paperback; 1995),0.89,BRAND_NEW,Book is in pristine condition. Quick Delivery.,2.03,0.9
305722561,440224764,The Partner (Paperback; 1998),0.75,BRAND_NEW,Brand New. Book is in pristine condition. Quick Delivery.,0,0
356869602,64402053,Sarah; Plain and Tall by Patricia MacLachlan (1987; Paperback; Reprint) ; Patricia MacLachlan (Paperback; 1987),0.75,GOOD,,0,0.75
346493488,067976402X,Snow Falling on Cedars by David Guterson (1995; Paperback) ; David Guterson (Paperback; 1995),0.88,BRAND_NEW,Book is in perfect condition. Quick Delivery.,2.03,0.9
344776750,960695400,Please Understand Me; Character and Temperament Types by Marilyn Bates and David Keirsey (1984; Paperback) ; Marilyn Bates; David Kei...,3.46,BRAND_NEW,Book is in pristine condition. Quick Delivery.,3.59,3.48
364205506,312427735,Middlesex by Jeffrey Eugenides (2007; Paperback; Reprint) ; Jeffrey Eugenides (Paperback; 2007),0.75,VERY_GOOD,Quick Delivery.,0.75,0.75
345703011,014025448X,At Home in Mitford by Jan Karon (2007; Paperback; Reprint) ; Jan Karon (Paperback; 2007),0.75,LIKE_NEW,Book is in perfect condition. SAVE ON SHIPPING by buying more then one book from me. I have many Jan Karon books listed on Half.com.,0.75,0.75
344738364,446527785,A Bend in the Road by Nicholas Sparks (2001; Hardcover) ; Nicholas Sparks (Hardcover; 2001),1.02,BRAND_NEW,Book is in perfect condition. Quick Delivery.,2,1.03
348219811,345339703,The Fellowship Of The Ring by J. R. R. Tolkien (1989; Paperback; Reissue) ; J.R.R. Tolkien (Paperback; 1989),0.75,LIKE_NEW,Book is in excellent condition. Quick Delivery.,0.75,0.75
365282371,014025448X,At Home in Mitford by Jan Karon (2007; Paperback; Reprint) ; Jan Karon (Paperback; 2007),1.12,BRAND_NEW,Book is in perfect condition. SAVE ON SHIPPING by buying more then one book from me. I have many Jan Karon books listed on Half.com.,1.59,1.59
365282371,014025448X,At Home in Mitford by Jan Karon (2007; Paperback; Reprint) ; Jan Karon (Paperback; 2007),0.75,LIKE_NEW,Book is in perfect condition. SAVE ON SHIPPING by buying more then one book from me. I have many Jan Karon books listed on Half.com.,0.75,0.75
346950211,891419063,With the Old Breed; At Peleliu and Okinawa by E. B. Sledge (2007; Paperback; Reprint) ; E. B. Sledge (Paperback; 2007),6.89,BRAND_NEW,Book is in perfect condition. Quick Delivery.,7.82,7.94
369454038,804749892,Golden Arches East; McDonald's in East Asia (2006; Paperback) (Paperback; 2006),9.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,9.44,8
375655757,,Numb3rs - The Complete First Season (DVD; 2006; 4-Disc Set) (DVD; 2006),9.99,LIKE_NEW,Discs and case are in perfect condition. Quick Delivery.,6.09,6.51
325061980,1579549586,The South Beach Diet by Arthur Agatston M.D. (2004; Paperback) ; Arthur Agatston M.D. (Paperback; 2004),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.75,0.75
344681480,140440038,The Theban Plays by Sophocles (1970; Paperback; Reprint) ; Sophocles (Paperback; 1970),0.75,GOOD,Quick Delivery.,0.75,0.75
364105784,140280553,Galileo's Daughter; A Historical Memoir of Science; Faith; and Love by Dava Sobel (2000; Paperback) ; Dava Sobel (Paperback; 2000),0.75,VERY_GOOD,Quick Delivery.,0.75,0.75
230582105,,Ghost (VHS; 1991),0.75,LIKE_NEW,Box included. Everything is in perfect condition.,0,0
346099359,689835825,Shiloh by Phyllis Reynolds Naylor (2000; Paperback) ; Phyllis Reynolds Naylor (Paperback; 2000),2.79,BRAND_NEW,Book is in perfect condition. Quick Delivery.,2.83,2.85
365282371,014025448X,At Home in Mitford by Jan Karon (2007; Paperback; Reprint) ; Jan Karon (Paperback; 2007),0.75,LIKE_NEW,Book is in perfect condition. SAVE ON SHIPPING by buying more then one book from me. I have many Jan Karon books listed on Half.com.,0.75,0.75
365405533,399213015,The Very Hungry Caterpillar by Eric Carle (1986; Hardcover) ; Eric Carle (Hardcover; 1986),1.89,VERY_GOOD,Quick Delivery.,0.91,0.91
379282051,64440206,Frog and Toad Are Friends by Arnold Lobel (1970; Paperback) ; Arnold Lobel (Paperback; 1970),0.87,LIKE_NEW,Quick Delivery.,0.82,0.75
263942624,385503822,The Summons ; John Grisham (Hardcover; 2002),0.75,BRAND_NEW,Brand New. Book and dust jacket are in pristine condition. I have many Grisham books for sale; Buy multiple books and save on shipping. Quick Delivery.,0.75,0.75
330077774,394502949,Cosmos by Carl Sagan (1980; Hardcover) ; Carl Sagan (Hardcover; 1980),14.99,LIKE_NEW,Book is in excellent condition. Quick Delivery,14.99,14.99
344541022,039480029X,Hop on Pop by Dr. Seuss (1963; Hardcover) ; Dr. Seuss (Hardcover; 1963),0.75,VERY_GOOD,Book is in excellent condition. SAVE ON SHIPPING by buying more then one book from me. I have many Dr. Seuss books listed on Half.com.,0.75,0.75
325061980,1579549586,The South Beach Diet by Arthur Agatston M.D. (2004; Paperback) ; Arthur Agatston M.D. (Paperback; 2004),0.75,BRAND_NEW,Book is in pristine condition. Quick Delivery.,0.75,0.75
365789076,785263713,Searching for God Knows What by Donald Miller (2004; Paperback) ; Donald Miller (Paperback; 2004),1.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,1.95,1.99
344658840,670855030,Insomnia by Stephen King (1994; Hardcover) ; Stephen King (Hardcover; 1994),1.79,BRAND_NEW,Book is in excellent condition. Quick Delivery.,2.98,2.95
333260377,679768114,The Future of Life by Edward O. Wilson (2003; Paperback; Reprint) ; Edward O. Wilson (Paperback; 2003),3.19,VERY_GOOD,Quick Delivery.,4.8,5
273953854,,Nine Lives [PA] [ECD] ; Aerosmith (CD; 1997),0.75,LIKE_NEW,CD; case and insert are in perfect condition.,0.75,0.75
364318376,141312424,My Side of the Mountain by Jean Craighead George (2001; Paperback) ; Jean Craighead George (Paperback; 2001),1.99,BRAND_NEW,Book is in perfect condition. Quick Delivery.,3.22,2.75
357019293,394800206,Go; Dog; Go by P. D. Eastman (1961; Hardcover) ; P. D. Eastman (Hardcover; 1961),0.75,VERY_GOOD,Quick Delivery.,0.78,1
364187260,451167716,The Godfather by Mario Puzo (1995; Paperback) ; Mario Puzo (Paperback; 1995),1.01,VERY_GOOD,Quick Delivery.,1.02,1.01
345624742,446693332,The Wedding by Nicholas Sparks (2004; Paperback; Reprint) ; Nicholas Sparks (Paperback; 2004),0.75,BRAND_NEW,Book is in perfect condition. Quick Delivery.,0.98,0.75
350523569,394809378,The Foot Book by Dr. Seuss (1968; Hardcover) ; Dr. Seuss (Hardcover; 1968),0.98,LIKE_NEW,Book is in perfect condition. SAVE ON SHIPPING by buying more then one book from me. I have many Dr. Seuss books listed on Half.com.,0.91,0.99
